expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time,confidence_adjustments_steps,confidence_adjustments_times
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h59.42.730,2025-01-22 10:59:45,None,None,999,,,1,0.5,low,30,low,180.0,150.0,0.7848859703172347,CCW,CCW,True,blue,blue,9.712609900045209,0,90,6.274736404418945,0,1,2,3,4,5,6,7,8,0,1.2618098258972168,1.4446661472320557,1.5948657989501953,1.7954845428466797,2.161914587020874,2.4279370307922363,2.5784480571746826,3.2273972034454346
